order_id,customer_id,product_category,price_inr,discount_pct,payment_method,customer_tenure_days,num_previous_orders,num_previous_returns,delivery_distance_km,delivery_days,is_weekend_order,rating_given,returned
1734,80137,Apparel,1979.69,35.4,COD,62,0,0,117.2,4,0,,0
1735,39393,Beauty,2525.39,40.0,Prepaid_UPI,340,6,0,412.6,5,0,,0
1736,50800,Footwear,4943.47,26.3,COD,162,3,0,140.8,3,1,3.0,0
1737,21367,Beauty,1605.17,15.6,Prepaid_UPI,122,3,0,306.5,1,0,1.0,0
1738,85237,Apparel,1147.97,0.0,Prepaid_Card,621,14,2,300.4,6,1,4.0,0
1739,35211,Home,14210.32,33.7,COD,137,6,0,475.9,8,0,2.0,1
1740,67654,Footwear,3988.1,27.2,Prepaid_Card,307,5,1,224.3,3,1,2.0,0
1741,14581,Apparel,1518.85,22.1,Prepaid_Card,656,15,0,224.8,5,1,,0
1742,87315,Apparel,1636.39,10.4,Prepaid_Card,213,12,1,242.4,2,1,,1
1743,74915,Apparel,1704.21,33.5,Prepaid_UPI,105,2,0,404.1,5,1,1.0,0
1744,95391,Beauty,2182.26,16.4,Wallet,48,1,0,123.6,3,1,3.0,0
1745,67948,Footwear,3542.52,19.5,Prepaid_UPI,850,15,0,194.4,4,0,2.0,0
1746,67703,Home,13192.65,19.2,Prepaid_Card,628,11,3,229.1,6,1,5.0,1
1747,76544,Footwear,5228.43,26.3,Prepaid_Card,382,8,0,81.0,5,0,4.0,0
1748,74088,Home,6912.74,3.9,Prepaid_Card,45,2,0,180.9,4,1,3.0,0
1749,98014,Electronics,9258.27,27.9,COD,88,3,0,299.0,3,0,5.0,0
1750,17240,Electronics,29256.13,9.9,Prepaid_UPI,45,1,0,95.6,6,0,4.0,0
1751,54040,Home,9500.72,10.4,Prepaid_UPI,22,2,0,356.2,2,0,2.0,0
1752,81497,Apparel,1475.27,32.4,COD,758,13,4,241.8,7,1,3.0,0
1753,25515,Beauty,2688.15,6.1,Wallet,103,3,0,443.3,5,1,1.0,0
1754,97797,Footwear,1011.61,32.4,Prepaid_UPI,50,1,0,440.1,2,0,5.0,0
1755,64939,Electronics,15083.51,21.4,Prepaid_Card,823,18,1,545.9,1,0,2.0,0
1756,52516,Home,13053.95,0.0,Wallet,146,2,0,242.2,4,0,4.0,0
1757,17747,Apparel,2369.74,39.1,COD,1089,21,6,331.3,4,1,,1
1758,46540,Beauty,1363.89,24.3,COD,557,8,1,258.0,5,0,,0
1759,96481,Beauty,699.04,25.5,COD,156,4,1,194.8,2,1,1.0,0
1760,72926,Beauty,1347.94,34.1,Prepaid_Card,20,1,0,215.2,6,0,1.0,1
1761,75239,Electronics,23352.16,41.0,COD,103,1,0,160.5,1,0,5.0,0
1762,29081,Apparel,1467.07,22.8,Wallet,181,3,1,107.0,5,1,3.0,0
1763,45355,Apparel,939.86,28.6,COD,123,0,0,230.1,3,0,1.0,1
1764,20576,Apparel,1022.15,25.2,COD,45,2,0,269.7,5,0,5.0,0
1765,79034,Apparel,1759.51,15.2,Prepaid_Card,149,3,2,167.6,7,1,5.0,1
1766,93516,Apparel,1686.86,0.0,COD,132,1,0,172.3,6,0,4.0,1
1767,46281,Beauty,2036.99,23.0,Prepaid_UPI,147,5,0,553.9,5,1,3.0,0
1768,16065,Apparel,1161.16,39.3,COD,413,11,3,190.4,7,1,3.0,1
1769,92931,Apparel,1073.38,28.2,Wallet,1170,21,2,87.1,7,0,3.0,0
1770,72589,Footwear,2433.46,5.1,Prepaid_UPI,236,5,0,227.3,8,1,2.0,1
1771,53073,Home,14292.06,35.4,COD,35,0,0,219.8,3,0,1.0,0
1772,37131,Footwear,2673.85,15.7,COD,680,15,1,220.1,6,1,1.0,0
1773,36806,Home,9288.92,0.0,COD,404,0,0,239.0,6,1,,1
1774,10951,Beauty,1640.1,34.3,Wallet,80,2,2,179.1,5,1,2.0,1
1775,69690,Home,13205.22,6.8,Prepaid_UPI,446,12,1,139.0,7,0,3.0,0
1776,31488,Home,5852.19,44.9,Prepaid_Card,511,11,0,53.8,5,0,4.0,0
1777,25344,Footwear,2887.79,36.1,COD,63,0,0,103.9,2,1,3.0,1
1778,84616,Electronics,42296.92,16.8,Prepaid_UPI,170,9,0,304.9,7,0,5.0,0
1779,30919,Electronics,8886.92,26.4,COD,290,9,0,544.4,3,0,2.0,0
1780,11832,Electronics,30120.43,53.9,Prepaid_UPI,195,2,0,138.9,1,0,4.0,0
1781,52438,Apparel,1209.8,34.0,Prepaid_UPI,51,0,0,177.0,11,0,5.0,0
1782,29147,Footwear,5921.85,23.3,COD,897,13,2,224.3,2,0,1.0,0
1783,74392,Apparel,1900.98,60.4,Prepaid_Card,73,3,0,649.6,6,1,3.0,0
1784,76364,Apparel,372.7,21.6,COD,36,0,0,222.4,2,0,2.0,1
1785,47488,Apparel,2154.87,28.1,COD,347,9,4,686.8,4,1,4.0,1
1786,98475,Footwear,4367.49,6.9,Wallet,1466,35,0,53.5,3,1,4.0,0
1787,79687,Electronics,28487.08,0.0,Prepaid_UPI,574,12,1,62.8,3,0,3.0,0
1788,69790,Footwear,1798.71,16.0,Prepaid_UPI,245,2,1,504.5,6,1,5.0,0
1789,44048,Beauty,575.55,20.5,Prepaid_Card,243,9,2,110.3,9,1,1.0,1
1790,58057,Apparel,1701.06,24.6,COD,411,9,0,197.7,5,1,1.0,0
1791,38431,Footwear,2919.67,0.1,Prepaid_UPI,837,18,10,190.1,1,1,5.0,0
1792,45067,Electronics,43219.4,29.2,Prepaid_Card,1363,27,2,72.9,2,0,2.0,0
1793,66454,Apparel,914.1,8.4,COD,54,1,1,202.0,3,1,4.0,1
1794,75876,Footwear,4006.36,28.5,Prepaid_Card,74,1,0,780.3,5,1,2.0,0
1795,61616,Beauty,859.2,33.1,Prepaid_Card,251,1,0,393.6,4,1,1.0,0
1796,29190,Apparel,1718.08,14.5,Prepaid_UPI,354,11,1,83.1,9,1,5.0,1
1797,58428,Home,1201.0,6.5,COD,615,18,1,67.9,4,0,,0
1798,17396,Apparel,1192.17,41.6,Prepaid_UPI,289,9,0,315.9,6,1,,0
1799,36068,Home,3003.94,32.2,COD,450,12,2,564.2,4,1,5.0,0
1800,73133,Home,9286.04,22.1,COD,853,24,4,675.0,4,0,1.0,0
1801,10624,Home,5092.56,40.6,COD,762,13,1,295.2,4,1,4.0,0
1802,91659,Home,11687.22,21.2,Prepaid_UPI,639,11,1,82.4,4,0,3.0,0
1803,77175,Apparel,596.38,11.3,COD,37,0,0,293.8,4,1,,1
1804,88494,Footwear,3559.17,6.0,Prepaid_Card,835,19,2,110.5,5,1,4.0,0
1805,42841,Home,9108.33,18.5,COD,250,4,1,270.0,3,1,3.0,0
1806,43929,Footwear,621.57,30.8,Prepaid_UPI,37,0,0,353.1,9,0,2.0,0
1807,10964,Apparel,427.37,39.5,Prepaid_UPI,67,1,0,142.4,5,1,4.0,1
1808,94461,Electronics,16103.77,20.3,COD,163,3,0,477.4,6,0,,0
1809,33543,Electronics,30844.7,37.0,Wallet,192,6,0,205.8,4,0,4.0,0
1810,17273,Apparel,2419.65,17.0,COD,394,8,4,194.6,2,0,,1
1811,21035,Apparel,545.18,9.1,COD,2173,42,6,138.8,2,0,2.0,0
1812,15861,Electronics,35454.98,1.7,Prepaid_Card,107,3,0,309.0,4,1,4.0,0
1813,14386,Footwear,4309.94,12.9,Prepaid_UPI,552,17,1,339.5,4,1,5.0,1
1814,58995,Apparel,1789.37,2.2,COD,598,13,4,27.5,5,0,2.0,0
1815,38148,Footwear,3338.81,48.1,Prepaid_Card,971,24,0,495.4,5,1,1.0,1
1816,72270,Home,14518.98,26.2,COD,209,3,1,186.9,4,0,1.0,1
1817,21711,Footwear,3259.76,18.7,Prepaid_Card,430,11,3,262.6,10,1,3.0,1
1818,34673,Electronics,42076.56,44.1,Prepaid_UPI,109,0,0,195.8,5,0,1.0,0
1819,58036,Electronics,13863.51,1.8,Wallet,160,2,0,285.4,4,1,5.0,1
1820,62816,Home,12191.47,18.1,Prepaid_Card,119,1,0,364.0,4,1,5.0,0
1821,98799,Beauty,2990.16,48.0,Prepaid_Card,562,13,0,227.3,6,1,4.0,0
1822,15077,Electronics,45594.21,18.0,Prepaid_Card,985,19,2,189.8,4,1,5.0,0
1823,49202,Home,4909.04,54.3,COD,351,3,1,218.8,6,1,3.0,0
1824,90897,Home,12769.28,31.0,COD,77,3,0,289.1,4,1,1.0,0
1825,71645,Footwear,1023.91,38.3,Wallet,645,15,1,229.5,4,0,4.0,1
1826,60343,Apparel,1807.07,38.7,COD,619,14,0,283.7,2,0,1.0,1
1827,97255,Home,5461.12,20.0,Prepaid_UPI,43,3,0,256.9,7,1,1.0,0
1828,94989,Electronics,33274.83,13.2,COD,1167,25,3,227.3,2,1,4.0,0
1829,59816,Beauty,1324.91,18.4,Prepaid_UPI,250,6,1,219.2,6,1,2.0,0
1830,62335,Electronics,1442.62,6.2,COD,13,0,0,220.4,3,0,3.0,1
1831,95651,Electronics,12332.55,19.1,Wallet,628,13,5,188.0,6,1,1.0,0
1832,86290,Beauty,270.8,19.9,Prepaid_UPI,87,2,1,147.9,7,1,2.0,1
1833,58460,Electronics,21936.23,43.6,COD,1188,33,0,196.0,3,0,,0
1834,95504,Apparel,2156.15,28.3,Prepaid_UPI,80,4,0,225.5,3,0,2.0,0
1835,16208,Apparel,1936.69,53.1,Prepaid_Card,370,9,1,336.0,9,1,5.0,0
1836,52293,Apparel,2046.16,0.0,COD,656,16,1,350.3,5,0,2.0,1
1837,82383,Apparel,2085.48,3.0,COD,32,0,0,525.6,6,1,,0
1838,39691,Electronics,19225.05,15.0,Prepaid_UPI,1161,26,0,277.4,2,0,1.0,0
1839,87234,Footwear,3283.14,40.9,Prepaid_UPI,755,19,2,45.3,2,1,3.0,1
1840,39050,Footwear,3296.48,18.5,COD,26,0,0,209.2,5,1,,0
1841,79451,Apparel,593.4,0.0,Prepaid_UPI,1231,27,0,216.4,4,1,1.0,0
1842,43296,Home,9173.06,16.6,COD,138,0,0,182.4,2,0,2.0,0
1843,78853,Apparel,1898.39,3.2,COD,772,15,3,46.9,5,1,5.0,0
1844,33796,Beauty,1891.26,0.5,Prepaid_Card,1124,22,1,339.8,1,1,3.0,0
1845,40585,Apparel,1953.83,48.0,COD,383,11,3,257.2,5,1,3.0,0
1846,94694,Home,2223.92,15.1,COD,25,5,0,175.5,3,1,5.0,0
1847,79958,Electronics,38309.04,22.4,Prepaid_Card,932,26,3,109.0,6,0,4.0,1
1848,57487,Home,3518.03,18.7,COD,1724,35,7,222.8,5,1,1.0,0
1849,19431,Electronics,43964.51,16.5,COD,229,3,3,747.9,6,1,3.0,0
1850,64521,Footwear,1847.12,8.2,Prepaid_UPI,197,2,1,257.1,7,1,4.0,1
1851,46772,Apparel,1407.78,15.7,Prepaid_Card,83,0,0,234.6,3,1,2.0,0
1852,16188,Beauty,1538.71,24.7,Prepaid_UPI,666,11,1,112.0,3,0,1.0,0
1853,32377,Home,4398.33,39.9,Prepaid_Card,393,7,0,300.4,7,1,2.0,0
1854,89419,Footwear,2489.4,33.3,Prepaid_Card,56,3,0,162.8,8,1,3.0,1
1855,75114,Footwear,1520.78,2.9,COD,120,0,0,307.7,7,1,,0
1856,17227,Beauty,1774.79,33.8,Prepaid_UPI,152,6,0,61.1,1,0,1.0,0
1857,78129,Apparel,2313.01,26.7,COD,1,4,0,122.6,6,1,5.0,0
1858,56385,Apparel,1030.71,11.3,COD,329,8,0,159.3,3,1,1.0,0
1859,86088,Apparel,1442.33,22.5,Prepaid_UPI,43,4,0,192.4,6,1,2.0,0
1860,87917,Apparel,2203.04,28.0,Prepaid_UPI,447,5,0,507.2,4,0,1.0,0
1861,72500,Home,7061.24,20.7,Prepaid_Card,172,2,0,430.8,4,0,2.0,1
1862,19432,Beauty,2519.09,26.7,COD,111,3,0,279.1,4,1,2.0,0
1863,26911,Beauty,1422.21,7.9,COD,273,6,2,112.0,3,1,,1
1864,84815,Home,6883.52,47.9,Prepaid_Card,24,4,0,115.0,2,0,2.0,0
1865,35208,Home,2779.98,0.0,Prepaid_UPI,103,0,0,405.4,4,0,4.0,1
1866,74375,Beauty,506.19,28.1,Prepaid_Card,61,0,0,184.6,5,1,1.0,0
1867,57775,Beauty,1892.77,25.1,COD,874,19,6,144.6,7,1,5.0,1
1868,58645,Apparel,2128.77,29.0,COD,792,16,3,171.4,6,0,2.0,0
1869,68769,Home,2463.39,10.1,Prepaid_Card,179,0,0,209.4,4,0,3.0,0
1870,40102,Footwear,5505.52,36.4,Prepaid_UPI,28,0,0,265.9,4,0,2.0,1
1871,52436,Electronics,18585.11,18.5,COD,541,11,0,203.3,1,1,2.0,0
1872,75184,Electronics,21837.6,3.4,COD,252,9,1,48.9,4,1,5.0,0
1873,79484,Beauty,2699.19,4.7,COD,152,0,0,240.4,5,0,3.0,1
1874,94671,Beauty,2704.44,21.7,COD,85,4,0,275.3,3,1,4.0,1
1875,26906,Beauty,1645.85,0.0,Prepaid_Card,130,6,2,270.3,3,1,4.0,1
1876,24721,Footwear,2022.21,45.2,COD,1171,24,2,204.6,1,0,1.0,1
1877,89142,Apparel,719.67,34.7,Prepaid_Card,406,9,0,106.4,2,1,1.0,0
1878,10542,Electronics,14307.42,45.6,Prepaid_UPI,306,8,1,81.4,2,0,4.0,0
1879,82612,Home,11819.1,44.1,Wallet,353,9,1,171.3,3,0,2.0,0
1880,10392,Home,5206.57,15.1,Wallet,33,0,0,341.3,1,0,3.0,1
1881,53358,Home,10571.14,7.8,COD,812,16,0,146.7,4,0,5.0,1
1882,98939,Home,3330.41,0.0,COD,231,7,1,970.9,4,1,3.0,1
1883,62402,Electronics,24446.68,14.3,COD,681,14,0,378.6,5,1,2.0,0
1884,60152,Footwear,2436.58,44.7,Prepaid_UPI,199,4,3,178.9,4,0,2.0,1
1885,66978,Electronics,25677.0,8.4,COD,271,6,4,168.1,6,0,4.0,1
1886,55605,Electronics,28927.32,17.1,COD,273,8,1,191.9,8,1,4.0,0
1887,12372,Apparel,2480.51,12.2,COD,11,6,1,224.8,2,1,4.0,0
1888,27111,Apparel,2284.77,25.2,COD,170,1,0,96.7,2,0,1.0,0
1889,69819,Beauty,2133.22,38.0,Prepaid_UPI,33,0,0,155.5,5,1,1.0,0
1890,37520,Electronics,8533.43,0.0,Prepaid_UPI,1506,29,6,504.4,6,0,2.0,0
1891,43415,Apparel,2325.91,1.1,Prepaid_Card,246,9,4,298.0,2,1,4.0,0
1892,64728,Footwear,5409.22,40.8,Wallet,601,13,0,189.2,8,1,4.0,0
1893,14096,Home,13357.2,30.3,COD,520,10,1,274.4,3,0,,0
1894,23385,Apparel,1379.89,16.4,COD,299,6,0,196.2,4,0,5.0,1
1895,64292,Electronics,9364.63,43.9,COD,666,15,0,360.3,6,0,3.0,0
1896,55032,Apparel,1971.97,0.9,Prepaid_UPI,726,13,3,604.0,7,0,,0
1897,69283,Home,6133.47,33.0,Prepaid_Card,421,12,5,223.0,3,1,5.0,0
1898,11489,Apparel,1090.82,19.0,COD,62,3,0,99.8,6,1,,0
1899,67045,Apparel,1190.18,28.5,Wallet,217,7,2,112.3,4,1,2.0,0
1900,76900,Apparel,1552.0,0.0,COD,142,1,0,403.2,2,0,2.0,0
1901,98497,Home,5336.02,16.4,COD,1392,28,6,590.9,3,0,5.0,0
1902,28025,Apparel,1833.33,30.3,Prepaid_Card,60,0,0,148.7,2,0,,0
1903,81677,Footwear,4062.48,19.1,Wallet,431,11,4,144.6,6,0,,1
1904,98092,Apparel,1444.05,37.6,Prepaid_UPI,710,17,7,302.1,2,0,3.0,0
1905,39922,Home,1282.61,37.1,Wallet,153,1,0,94.6,5,0,5.0,0
1906,96580,Electronics,46890.59,6.6,COD,14,2,1,302.0,4,0,,1
1907,60102,Electronics,21173.12,31.5,Prepaid_Card,151,0,0,325.7,5,0,1.0,0
1908,18328,Apparel,1316.32,6.1,Prepaid_UPI,228,3,0,137.5,4,0,4.0,0
1909,76533,Footwear,3008.18,20.8,Prepaid_Card,98,2,1,63.6,3,1,5.0,0
1910,52990,Beauty,1190.33,29.2,COD,241,1,0,135.4,5,0,5.0,0
1911,16755,Apparel,1800.36,8.3,Wallet,476,7,0,344.5,5,1,2.0,1
1912,35713,Apparel,379.92,31.0,COD,679,19,1,285.4,3,0,4.0,0
1913,55840,Beauty,2639.5,12.9,Prepaid_Card,21,4,1,206.7,10,1,3.0,0
1914,59621,Home,1985.37,11.9,Prepaid_UPI,463,17,6,416.3,2,1,5.0,0
1915,51857,Apparel,2499.38,29.9,Wallet,295,7,0,272.0,6,1,3.0,0
1916,61479,Apparel,1700.38,8.3,Wallet,373,10,0,254.1,6,0,4.0,0
1917,74641,Home,1460.57,7.6,Prepaid_UPI,188,3,2,82.3,4,0,2.0,0
1918,78221,Footwear,3593.4,34.6,COD,1395,29,0,281.9,5,1,,0
1919,55204,Home,5303.96,21.5,Wallet,31,3,0,342.4,5,1,4.0,0
1920,67640,Beauty,2866.17,0.0,Prepaid_Card,112,6,1,579.9,4,0,4.0,0
1921,85258,Electronics,38018.08,32.0,Prepaid_UPI,168,6,0,153.1,3,1,5.0,0
1922,25369,Electronics,25843.72,14.3,COD,332,4,0,207.3,4,0,1.0,0
1923,44040,Electronics,22059.09,0.4,Prepaid_UPI,1348,31,4,458.6,3,0,3.0,1
1924,57442,Electronics,49797.57,0.0,Prepaid_Card,99,0,0,322.6,7,1,1.0,0
1925,33155,Apparel,1784.88,32.6,Prepaid_UPI,259,4,1,308.1,6,0,1.0,0
1926,94419,Apparel,1454.95,8.0,COD,557,17,7,117.8,5,0,5.0,0
1927,58770,Electronics,20499.26,2.6,COD,36,0,0,208.3,3,0,4.0,0
1928,12938,Footwear,2285.21,29.0,Prepaid_Card,309,13,6,334.8,4,0,5.0,0
1929,21669,Apparel,1866.65,31.3,COD,761,18,5,135.2,3,1,,0
1930,13914,Electronics,29806.39,9.0,Prepaid_UPI,702,14,2,240.3,4,1,1.0,1
1931,33383,Home,12798.68,32.8,COD,235,5,0,200.6,1,0,5.0,1
1932,32200,Home,8526.63,48.8,Prepaid_Card,788,15,7,317.0,3,0,2.0,0
1933,22433,Footwear,3702.82,38.9,COD,73,0,0,272.5,2,0,,0
1934,78761,Footwear,3125.46,36.7,COD,6,0,0,51.2,3,1,5.0,0
1935,36965,Footwear,4694.42,24.4,Prepaid_Card,200,3,0,203.3,8,0,5.0,0
1936,99922,Apparel,1242.23,13.8,COD,40,0,0,539.5,4,1,1.0,0
1937,17284,Electronics,42745.04,19.2,COD,240,4,0,386.7,5,1,2.0,0
1938,26308,Home,5242.15,26.2,COD,142,0,0,197.3,4,0,5.0,0
1939,68628,Apparel,1839.14,2.4,COD,1391,27,12,356.5,6,0,,1
1940,36182,Apparel,2269.89,9.2,Prepaid_Card,71,0,0,176.4,4,0,5.0,0
1941,86066,Apparel,2003.51,0.0,COD,210,9,1,315.9,3,0,2.0,0
1942,87596,Electronics,17787.8,23.3,COD,473,11,1,148.8,3,1,5.0,0
1943,42064,Electronics,35610.61,21.2,Prepaid_UPI,179,5,0,621.6,3,0,2.0,0
1944,68657,Apparel,795.02,10.9,Prepaid_Card,952,21,0,202.2,8,0,5.0,0
1945,50147,Footwear,819.91,31.5,Prepaid_Card,997,23,0,236.6,5,0,2.0,0
1946,38015,Beauty,2405.44,5.4,COD,246,8,2,415.9,3,0,3.0,0
1947,15195,Apparel,2087.22,10.3,Wallet,65,2,2,233.0,6,1,4.0,1
1948,72887,Beauty,215.35,30.9,Prepaid_Card,1039,28,2,257.1,7,0,5.0,0
1949,37684,Apparel,2387.76,33.0,COD,226,4,0,254.8,3,1,2.0,0
1950,26138,Beauty,1420.81,8.9,Wallet,427,11,0,282.8,4,0,1.0,0
1951,21099,Beauty,2730.03,23.2,Prepaid_UPI,110,4,4,115.2,5,1,3.0,0
1952,74001,Apparel,2044.58,9.1,Prepaid_Card,1232,24,2,297.6,3,0,1.0,0
1953,44212,Footwear,5453.59,17.2,Prepaid_UPI,345,7,0,169.7,4,1,2.0,1
1954,19865,Beauty,2525.12,22.0,COD,2600,52,7,156.3,4,1,4.0,0
1955,60626,Beauty,2925.89,27.8,Prepaid_UPI,50,0,0,193.2,4,1,2.0,0
1956,61553,Beauty,1942.94,24.4,Prepaid_UPI,178,3,1,95.1,11,0,1.0,0
1957,84342,Home,3795.25,23.8,COD,718,14,0,191.9,3,0,1.0,0
1958,53999,Apparel,1187.56,4.9,COD,44,0,0,109.4,2,1,4.0,0
1959,27555,Footwear,4635.34,25.4,COD,9,1,0,48.0,6,0,1.0,0
1960,49312,Home,2776.05,27.7,Wallet,426,6,3,354.0,5,0,4.0,0
1961,75431,Home,13982.71,29.6,COD,40,6,3,191.2,4,0,,1
1962,59189,Electronics,11058.67,9.9,COD,680,16,0,264.8,6,1,4.0,0
1963,34762,Home,13201.63,32.8,Prepaid_UPI,1043,20,1,320.7,2,0,5.0,0
1964,98965,Apparel,1390.01,1.6,Prepaid_UPI,309,8,0,466.3,5,1,1.0,0
1965,88097,Footwear,5123.41,14.0,COD,52,4,0,194.6,4,1,,0
1966,58117,Apparel,2410.34,16.1,Prepaid_UPI,266,7,1,229.6,5,1,5.0,0
1967,82426,Footwear,2821.81,2.3,Prepaid_Card,426,6,0,307.5,5,0,2.0,1
1968,23766,Footwear,4331.32,15.9,Prepaid_UPI,1303,35,16,76.3,9,1,4.0,0
1969,77544,Electronics,12109.16,23.1,COD,62,3,1,178.5,3,0,3.0,0
1970,27186,Home,12111.39,0.0,COD,1,0,0,224.1,3,0,2.0,0
1971,83732,Electronics,41176.36,14.5,Prepaid_Card,77,2,1,158.2,6,0,5.0,0
1972,31652,Beauty,991.45,0.0,COD,219,4,1,159.1,7,0,3.0,0
1973,58784,Footwear,632.77,48.6,Prepaid_Card,20,0,0,137.4,2,1,4.0,0
1974,75793,Electronics,22129.06,23.0,COD,137,0,0,895.4,5,1,2.0,0
1975,12205,Apparel,715.5,21.8,Prepaid_UPI,159,3,1,223.7,2,0,4.0,0
1976,26631,Apparel,2109.88,23.2,Prepaid_UPI,52,0,0,131.5,2,0,4.0,0
1977,29816,Electronics,13793.77,28.5,Prepaid_UPI,212,3,0,196.7,4,1,,0
1978,28646,Beauty,2839.52,33.7,Wallet,137,4,2,125.3,3,0,3.0,0
1979,80858,Footwear,5844.95,0.0,Wallet,87,0,0,235.9,2,0,3.0,0
1980,98020,Apparel,2304.0,38.3,Prepaid_Card,226,4,0,265.7,3,0,2.0,0
1981,47552,Beauty,1858.9,37.4,COD,512,13,2,471.2,3,0,3.0,1
1982,78130,Electronics,14103.97,19.1,Prepaid_UPI,424,6,2,86.8,6,0,5.0,0
1983,30280,Beauty,2450.69,18.3,Wallet,383,6,0,385.3,3,1,5.0,0
1984,44218,Apparel,1858.43,0.0,Wallet,1149,21,3,231.7,5,0,2.0,0
1985,24825,Home,14668.94,2.6,Prepaid_UPI,34,0,0,344.6,1,1,5.0,0
1986,62604,Beauty,1225.17,27.3,COD,198,4,0,395.5,4,0,,0
1987,35977,Apparel,476.35,36.8,Wallet,54,3,1,440.6,6,1,3.0,1
1988,51974,Footwear,5991.12,30.2,Wallet,918,17,2,106.9,4,0,2.0,0
1989,70608,Beauty,2539.05,18.9,Prepaid_UPI,686,17,3,318.0,6,1,3.0,0
1990,65536,Apparel,826.2,47.0,Prepaid_UPI,857,19,0,133.6,1,0,3.0,0
1991,50093,Apparel,1910.1,34.1,Prepaid_Card,249,1,0,131.0,2,0,3.0,0
1992,95837,Home,510.01,14.5,Wallet,195,4,1,287.9,6,1,2.0,0
1993,90047,Electronics,28332.64,50.5,COD,182,7,1,295.9,6,0,5.0,0
1994,80709,Apparel,1130.1,4.7,Prepaid_UPI,383,2,0,332.9,8,1,3.0,0
1995,13022,Electronics,19685.32,0.0,COD,403,14,5,169.1,6,1,1.0,0
1996,57081,Footwear,1844.86,14.1,COD,542,10,3,268.5,7,0,5.0,0
1997,98648,Apparel,940.92,9.4,COD,154,0,0,281.8,3,1,1.0,0
1998,23190,Electronics,23278.76,14.9,Prepaid_Card,797,18,8,200.3,4,1,1.0,0
1999,60288,Footwear,1864.8,31.2,COD,893,22,6,417.3,2,0,3.0,0
2000,15675,Home,7263.38,19.5,Wallet,113,1,0,64.7,7,1,5.0,0
2001,74340,Footwear,3675.41,19.9,Prepaid_Card,305,7,4,126.0,4,1,5.0,0
2002,53834,Electronics,35844.46,20.8,Prepaid_UPI,469,16,7,415.0,5,0,5.0,0
2003,31936,Beauty,2079.87,0.0,COD,313,7,5,287.2,1,1,3.0,0
2004,15942,Home,4008.84,0.0,COD,1975,52,15,702.3,1,1,4.0,0
2005,20164,Apparel,434.26,14.6,Prepaid_UPI,827,22,6,326.4,8,1,2.0,1
2006,98199,Beauty,2523.14,8.2,Prepaid_UPI,161,3,0,151.4,11,1,3.0,0
2007,86717,Electronics,43743.33,16.8,Prepaid_Card,129,3,0,395.1,5,1,5.0,0
2008,55478,Apparel,2454.61,39.7,Prepaid_UPI,109,1,0,437.2,8,0,3.0,1
2009,94887,Apparel,2413.38,19.0,Prepaid_UPI,120,3,0,275.2,3,1,1.0,0
2010,24570,Footwear,3985.98,1.5,Prepaid_Card,27,2,1,117.4,1,1,4.0,1
2011,16221,Apparel,2272.68,8.9,Wallet,637,12,2,270.9,8,1,4.0,0
2012,31028,Apparel,1313.22,43.9,Prepaid_UPI,18,0,0,180.1,4,0,5.0,0
2013,49711,Apparel,2042.77,41.5,Prepaid_UPI,86,5,0,157.9,4,0,5.0,0
2014,30469,Electronics,47811.39,28.3,COD,849,21,6,253.2,8,0,2.0,1
2015,96257,Electronics,40017.65,0.0,COD,213,0,0,68.1,4,0,5.0,0
2016,56149,Home,6528.6,24.3,COD,680,15,3,213.0,2,0,,0
2017,31275,Apparel,1162.18,25.4,Prepaid_UPI,364,11,7,152.8,2,0,5.0,1
2018,49608,Apparel,976.82,20.4,Prepaid_UPI,81,4,2,118.8,4,0,2.0,0
2019,99022,Home,5822.42,12.0,COD,182,1,0,188.4,6,1,3.0,0
2020,66473,Electronics,41208.26,14.9,Prepaid_Card,247,8,1,172.9,4,0,3.0,0
2021,19028,Home,10671.75,11.0,COD,599,13,6,393.7,4,1,5.0,0
2022,46143,Apparel,887.24,4.0,COD,85,3,1,222.2,3,1,3.0,0
2023,91100,Apparel,1879.8,39.1,Wallet,1113,21,1,289.4,3,1,2.0,1
2024,70769,Apparel,1165.7,32.4,Prepaid_Card,135,0,0,461.2,8,1,,1
2025,66082,Electronics,28330.85,16.0,COD,481,8,0,153.9,4,1,3.0,1
2026,43863,Electronics,19148.09,24.9,Prepaid_Card,388,10,2,229.1,3,1,1.0,0
2027,92250,Footwear,3368.96,25.5,COD,901,19,1,310.9,8,0,1.0,1
2028,37619,Electronics,36760.39,52.8,Prepaid_UPI,146,5,2,245.8,4,1,5.0,0
2029,27208,Home,11101.39,32.2,Wallet,357,11,1,209.2,4,1,1.0,0
2030,13649,Home,11421.15,31.7,Prepaid_Card,608,12,2,196.5,4,1,5.0,0
2031,77674,Apparel,1190.73,20.5,Prepaid_Card,337,6,1,278.9,1,0,3.0,1
2032,81591,Home,10512.18,13.9,COD,419,2,0,135.8,4,0,5.0,0
2033,13585,Electronics,12696.87,39.4,Prepaid_Card,338,2,0,131.6,5,1,3.0,0
2034,55200,Electronics,24393.99,29.1,COD,1207,22,1,509.4,4,1,2.0,0
2035,31911,Apparel,1603.68,8.4,COD,1368,32,6,63.5,6,1,3.0,1
2036,27841,Footwear,4275.65,26.4,Prepaid_UPI,132,1,0,141.5,2,1,2.0,1
2037,90836,Beauty,2749.19,31.7,Prepaid_Card,291,4,0,329.3,5,1,2.0,0
